AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,35.29,40.00,33.33,0.00,55.59,27.27,45.61
25-29,100.0,48.09,50.00,100.0,0.00,43.62,37.50,44.73
30-34,0.00,43.65,100.0,0.00,0.00,52.92,35.48,48.33
35-39,0.00,52.03,50.00,33.33,33.33,53.68,35.71,51.28
40-44,0.00,56.60,0.00,0.00,0.00,60.24,50.00,58.29
45-49,100.0,65.08,0.00,0.00,100.0,67.01,41.30,64.07
50-54,33.33,61.90,100.0,0.00,100.0,75.54,64.52,70.28
55-59,0.00,70.73,0.00,100.0,0.00,75.30,58.97,72.87
60-64,0.00,71.84,0.00,0.00,0.00,81.79,59.38,76.99
65-OVER,50.00,80.63,66.67,100.0,100.0,81.56,55.41,80.13
TOTAL,33.33,62.38,53.33,50.00,26.67,69.71,45.91,65.84
