-,MALE,FEMALE,UNKNOWN
UNKNOWN,12.0,22.45,0.0
OTHER,0.0,66.67,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,16.67,25.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,41.2,41.43,0.0
BLACK,25.45,47.56,0.0
