PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ELLIJAY SOUTH,58.03,60.37,0.00,59.22
CARTECAY,64.82,65.86,0.00,65.31
TAILS CREEK,53.68,52.18,0.00,52.88
TOWN CREEK,56.95,57.65,0.00,57.22
LEACHES,60.50,58.98,60.00,59.73
CHERRY LOG,64.71,69.16,0.00,66.78
BOARDTOWN,71.92,70.04,100.0,71.05
MOUNTAINTOWN,66.42,63.30,0.00,64.77
EAST ELLIJAY,59.63,60.16,0.00,59.91
ELLIJAY NORTH,58.01,55.14,0.00,56.44
YUKON,61.54,64.87,100.0,63.20
BIG CREEK,64.25,63.01,33.33,63.56
ELLIJAY NORTHEAST,65.07,63.63,50.00,64.29
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,61.43,61.12,45.45,61.25
