,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,ST. MARK,49.62,63.74,0.0,57.7
1,COURTHOUSE,49.55,62.96,0.0,56.76
2,SECOND BEULAH,62.05,65.77,0.0,64.05
3,MAYFIELD COMMUNITY,48.17,60.94,0.0,55.06
4,POWER OF GOD,45.54,68.18,0.0,57.98
5,WARREN CHAPEL,61.97,75.2,0.0,68.16
6,YOUTH CENTER,53.38,66.03,0.0,60.23
7,SECOND DARRIEN,69.59,65.02,0.0,67.11
8,SPARTA 4C,56.58,73.68,0.0,64.71
9,88888,0.0,0.0,0.0,0.0
10,99999,0.0,0.0,0.0,0.0
11,TOTAL,53.33,65.57,0.0,59.92
