-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,24.0,1238.0,1282.0,0.0,311.0,227.0,0.0,10.0,19.0,2.0,607.0,463.0,1.0,260.0,269.0,3.0,740.0,605.0,18.0,9627.0,7767.0,23473.0
30-34,16.0,1153.0,1060.0,1.0,241.0,197.0,0.0,18.0,16.0,0.0,349.0,276.0,1.0,206.0,197.0,1.0,670.0,579.0,16.0,8537.0,6333.0,19867.0
35-39,9.0,965.0,876.0,1.0,199.0,152.0,0.0,17.0,9.0,3.0,301.0,175.0,2.0,210.0,161.0,2.0,630.0,605.0,12.0,7677.0,5463.0,17469.0
40-44,8.0,808.0,771.0,0.0,153.0,121.0,0.0,14.0,12.0,2.0,261.0,189.0,2.0,176.0,144.0,1.0,555.0,523.0,9.0,7116.0,5011.0,15876.0
45-49,11.0,857.0,820.0,0.0,136.0,115.0,0.0,11.0,5.0,1.0,225.0,178.0,3.0,179.0,194.0,1.0,666.0,626.0,10.0,7527.0,5308.0,16873.0
50-54,10.0,768.0,672.0,0.0,131.0,71.0,0.0,10.0,10.0,2.0,179.0,237.0,1.0,141.0,206.0,1.0,838.0,735.0,10.0,7184.0,5196.0,16402.0
55-59,11.0,752.0,681.0,0.0,131.0,83.0,1.0,7.0,5.0,2.0,163.0,177.0,4.0,135.0,168.0,1.0,1031.0,950.0,3.0,6567.0,4701.0,15573.0
60-64,18.0,607.0,513.0,0.0,113.0,64.0,0.0,10.0,7.0,1.0,131.0,133.0,0.0,172.0,155.0,0.0,1161.0,974.0,9.0,5299.0,3690.0,13057.0
65-OVER,99.0,1127.0,856.0,5.0,154.0,144.0,0.0,18.0,17.0,1.0,202.0,201.0,10.0,449.0,582.0,4.0,4186.0,3222.0,16.0,7703.0,5059.0,24055.0
TOTAL,206.0,8275.0,7531.0,7.0,1569.0,1174.0,1.0,115.0,100.0,14.0,2418.0,2029.0,24.0,1928.0,2076.0,14.0,10477.0,8819.0,103.0,67237.0,48528.0,162645.0
