PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1B,40.00,57.53,15.38,50.00,60.00,65.48,21.52,61.62
1C,0.00,53.85,33.33,0.00,0.00,68.55,28.57,64.87
2,20.00,52.58,28.30,40.00,28.57,57.91,17.76,51.03
3A1,0.00,46.15,100.0,0.00,0.00,71.61,36.17,69.10
3C,29.41,47.22,33.33,0.00,16.67,65.95,22.31,57.68
4B,50.00,18.18,100.0,0.00,50.00,74.71,27.27,71.19
4D,28.57,55.22,43.48,0.00,66.67,69.56,31.00,65.52
5A,40.00,42.20,16.67,0.00,60.00,62.44,18.37,55.25
5B,80.00,47.27,42.11,100.0,33.33,65.21,23.88,60.44
TOTAL,35.85,50.97,31.41,44.44,35.85,66.83,23.69,60.13
