PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1-A,61.22,61.35,0.00,61.17
1-B,57.18,66.29,0.00,62.25
2,67.11,68.45,0.00,67.84
3-A,61.23,66.92,0.00,64.29
3-B,63.75,69.29,0.00,66.67
4-A,64.00,62.82,0.00,63.43
4-B,67.80,70.68,100.0,69.26
88888,0.00,25.00,0.00,25.00
TOTAL,64.15,67.39,50.00,65.84
