-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,45.0,0.0,23.0,9.0,138.0
30-34,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,62.0,50.0,0.0,36.0,13.0,181.0
35-39,0.0,10.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0,76.0,0.0,30.0,10.0,214.0
40-44,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,73.0,79.0,0.0,16.0,19.0,203.0
45-49,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,109.0,77.0,0.0,30.0,18.0,251.0
50-54,0.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,91.0,94.0,0.0,40.0,28.0,270.0
55-59,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,98.0,103.0,0.0,36.0,24.0,286.0
60-64,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,99.0,103.0,0.0,43.0,30.0,292.0
65-OVER,0.0,10.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,267.0,250.0,0.0,79.0,53.0,675.0
TOTAL,0.0,68.0,57.0,0.0,6.0,5.0,0.0,2.0,1.0,0.0,14.0,10.0,0.0,4.0,3.0,0.0,926.0,877.0,0.0,333.0,204.0,2510.0
