AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,34.96,39.3,38.98,31.44,40.06,39.43,29.46,37.53
25-29,32.15,39.17,36.58,30.0,36.66,38.39,27.83,36.28
30-34,32.25,48.47,39.22,32.94,43.23,46.69,35.67,43.87
35-39,36.14,58.27,44.63,36.27,50.48,53.75,44.02,51.9
40-44,42.98,63.48,50.16,55.17,55.86,60.56,47.56,57.84
45-49,42.18,68.62,52.32,54.26,57.16,66.35,51.58,62.41
50-54,44.27,70.7,55.26,55.81,61.52,70.61,52.91,65.75
55-59,43.5,71.74,56.25,49.38,61.03,72.85,54.14,67.62
60-64,46.04,72.03,56.68,47.3,62.0,74.91,52.55,69.01
65-OVER,43.69,69.82,50.05,52.03,57.55,73.86,51.78,67.82
TOTAL,39.62,58.38,45.03,42.68,51.06,62.58,42.53,55.66
