PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BLOWING CAVE,56.99,56.79,0.00,56.81
CAIRO 4TH DISTR,44.77,55.40,33.33,50.83
CAIRO 5TH DISTR,52.09,55.49,66.67,54.11
DUNCANVILLE,67.54,65.13,0.00,66.17
HIGDON,58.90,58.14,0.00,58.50
LIMESINK,61.11,62.21,0.00,61.74
MIDWAY,56.98,59.80,0.00,58.47
PINE PARK,53.04,53.28,100.0,53.27
RAGAN,67.46,61.17,0.00,63.90
SPENCE,60.19,57.77,0.00,58.87
SPRING HILL,67.46,68.38,0.00,67.94
WHIGHAM,52.08,54.60,0.00,53.39
WOODLAND,60.31,61.65,0.00,61.02
TOTAL,55.55,57.88,50.00,56.83
