-,MALE,FEMALE,UNKNOWN
UNKNOWN,50.0,0.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,41.67,40.0,0.0
BLACK,55.0,66.67,0.0
