PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
HABERSHAM NORTH,50000,43.88,38.71,00000,52.94,45.45,00000,50000,00000,10000,48.78,42.50,00000,58.33,40000,40000,65.41,66.63,00000,57.45,40.91,63.61
HABERSHAM SOUTH,00000,30.36,22.56,00000,29.41,23.08,00000,12.50,50000,00000,33.08,23.72,00000,26.67,18.42,50000,61.08,63.27,00000,56.52,37.76,55.41
DEMOREST,00000,37.71,38.71,00000,27.27,40000,00000,00000,75000,00000,35.48,41.46,00000,31.25,38.46,00000,61.91,60.77,00000,50000,22.22,58.69
TOWN OF MOUNT AIRY,00000,26.09,14.71,00000,00000,00000,00000,10000,00000,00000,41.18,23.08,00000,16.67,15.38,00000,57.46,61.34,00000,73.33,50.00,52.97
CITY OF BALDWIN,00000,17.54,12.35,00000,40000,25000,00000,00000,00000,00000,25.81,26.47,00000,36.84,50000,00000,46.82,49.26,00000,23.33,34.78,39.98
MUD CREEK,00000,31.40,25000,00000,50000,27.27,00000,00000,00000,00000,43.84,24.14,00000,22.22,24000,10000,61.18,63.87,00000,35.14,41.67,57.14
AMYS CREEK,10000,53.45,54000,00000,00000,10000,00000,00000,10000,00000,25000,10000,00000,25000,10000,00000,73.46,72.06,00000,00000,100.00,71.05
88888,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000
99999,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000
TOTAL,23.08,36.00,30.71,00000,38.60,35.94,00000,23.53,66.67,100.0,36.29,28.10,00000,31.48,24.83,45.45,62.79,64.05,00000,50.17,38.36,59.01
