AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,563.0,0.0,21.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,275.0,224.0,0.0,3.0,3.0
30-34,666.0,0.0,23.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,337.0,268.0,0.0,4.0,2.0
35-39,720.0,0.0,12.0,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,356.0,319.0,0.0,1.0,3.0
40-44,839.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,3.0,0.0,452.0,343.0,0.0,6.0,2.0
45-49,1124.0,0.0,23.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,1.0,0.0,520.0,536.0,0.0,5.0,2.0
50-54,1278.0,0.0,21.0,20.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,6.0,6.0,0.0,2.0,3.0,0.0,623.0,583.0,0.0,2.0,4.0
55-59,1386.0,0.0,29.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,3.0,0.0,4.0,2.0,0.0,680.0,629.0,0.0,3.0,3.0
60-64,1536.0,0.0,23.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,783.0,686.0,0.0,8.0,3.0
65-OVER,4650.0,0.0,55.0,62.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,14.0,6.0,0.0,2.0,4.0,0.0,2242.0,2231.0,0.0,18.0,10.0
TOTAL,12762.0,0.0,219.0,221.0,0.0,15.0,9.0,0.0,6.0,5.0,0.0,55.0,31.0,0.0,17.0,15.0,0.0,6268.0,5819.0,0.0,50.0,32.0
