,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,NAHUNTA,33.33,53.85,15.38,33.33,50.0,57.41,23.62,55.29
1,WAYNESVILLE,50.0,54.26,35.71,57.14,21.74,46.93,23.96,45.64
2,88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TOTAL,42.86,54.05,29.27,50.0,32.43,52.19,23.8,50.46
