-,MALE,FEMALE,UNKNOWN
UNKNOWN,0.0,0.0,0.0
OTHER,33.33,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,100.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,69.57,48.39,0.0
BLACK,21.43,35.29,0.0
