-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.27,28.21,0.0
OTHER,9.09,18.18,0.0
NATIVE-AM,100.0,100.0,0.0
HISP-LT,36.36,36.36,0.0
ASIA-PI,0.0,25.0,0.0
WHITE,39.24,42.88,0.0
BLACK,23.36,45.39,0.0
