-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,24.0,17.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,22.0,23.0,0.0,0.0,2.0,0.0,272.0,251.0,0.0,107.0,37.0,761.0
30-34,0.0,20.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,1.0,1.0,0.0,322.0,289.0,0.0,104.0,34.0,801.0
35-39,0.0,25.0,15.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,2.0,0.0,384.0,339.0,0.0,137.0,59.0,983.0
40-44,1.0,15.0,18.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,9.0,6.0,0.0,2.0,1.0,1.0,365.0,333.0,0.0,121.0,64.0,942.0
45-49,0.0,18.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,3.0,2.0,1.0,430.0,416.0,0.0,110.0,66.0,1082.0
50-54,0.0,20.0,18.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,2.0,0.0,483.0,425.0,0.0,142.0,90.0,1199.0
55-59,0.0,24.0,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,519.0,490.0,0.0,153.0,93.0,1308.0
60-64,2.0,18.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,1.0,2.0,522.0,450.0,0.0,156.0,102.0,1283.0
65-OVER,2.0,48.0,34.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,2.0,2.0,0.0,1727.0,1497.0,1.0,334.0,199.0,3875.0
TOTAL,5.0,212.0,162.0,0.0,31.0,16.0,0.0,3.0,2.0,0.0,77.0,67.0,0.0,17.0,15.0,4.0,5024.0,4490.0,1.0,1364.0,744.0,12234.0
