PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BLUE CREEK,62.32,64.30,0.00,63.29
BLUE RIDGE,57.49,58.57,0.00,58.05
HELEN,59.65,60.19,0.00,59.93
MOSSY CREEK,59.09,58.26,50.00,58.65
MT YONAH,55.76,56.56,66.67,56.20
NACOOCHEE,67.91,70.38,0.00,69.18
ROBERTSTOWN,61.86,67.09,0.00,64.20
SHOAL CREEK,54.99,52.52,100.0,53.71
TESNATEE,61.52,65.32,0.00,63.43
TOWN CREEK,60.51,60.47,0.00,60.49
WHITE CREEK,58.82,60.36,0.00,59.61
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,59.19,59.68,57.14,59.44
