PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
HE,54.74,56.73,0.00,55.67
JA,64.00,66.67,0.00,65.34
LU,58.14,63.74,100.0,61.25
MC,58.44,62.50,0.00,60.72
MI,68.49,71.66,0.00,70.01
SC,63.12,62.87,0.00,63.00
TOTAL,59.91,63.12,25.00,61.61
