,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,2. EAST MORGAN,71.35,73.7,0.0,72.51
1,3. BETH/SPRINGFIELD,71.69,72.84,0.0,72.29
2,4. CENTRAL MORGAN,65.81,69.64,0.0,67.84
3,5. CLACKS CHAPEL,76.45,76.76,0.0,76.61
4,6. WEST MORGAN,70.78,72.55,50.0,71.68
5,7. NORTH MORGAN,67.6,70.75,33.33,69.18
6,88888,0.0,0.0,0.0,0.0
7,99999,0.0,0.0,0.0,0.0
8,TOTAL,69.38,71.88,25.0,70.65
