AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,985.0,0.0,24.0,31.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,17.0,5.0,0.0,2.0,4.0,0.0,389.0,384.0,0.0,62.0,56.0
30-34,860.0,0.0,27.0,21.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,1.0,0.0,369.0,328.0,0.0,56.0,37.0
35-39,857.0,0.0,24.0,31.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,3.0,0.0,374.0,321.0,0.0,48.0,34.0
40-44,844.0,0.0,18.0,18.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,2.0,373.0,326.0,0.0,55.0,30.0
45-49,990.0,1.0,23.0,25.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,421.0,415.0,0.0,51.0,41.0
50-54,913.0,0.0,15.0,16.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,411.0,359.0,0.0,60.0,34.0
55-59,1035.0,0.0,21.0,27.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,444.0,412.0,0.0,64.0,51.0
60-64,905.0,1.0,11.0,17.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,399.0,373.0,0.0,48.0,47.0
65-OVER,2522.0,0.0,24.0,25.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,3.0,3.0,1.0,1227.0,1015.0,0.0,128.0,79.0
TOTAL,9911.0,2.0,187.0,211.0,1.0,18.0,21.0,0.0,6.0,10.0,0.0,59.0,43.0,0.0,13.0,13.0,6.0,4407.0,3933.0,0.0,572.0,409.0
