-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.59,16.67,0.0
OTHER,50.0,50.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,25.0,0.0,0.0
WHITE,30.3,33.99,0.0
BLACK,17.24,29.73,0.0
