-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.08,32.5,0.0
OTHER,100.0,42.86,0.0
NATIVE-AM,0.0,50.0,0.0
HISP-LT,0.0,33.33,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,34.5,39.6,0.0
BLACK,27.57,50.17,0.0
