AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0,16.3,14.39,0,21.43,33.33,0,33.33,0,0,15.91,8,0,44.44,50,0,25.93,30.54,0,21.01,11.81,21.37
25-29,0,18.84,14.61,0,0,25,0,50,0,0,16.22,20,0,28.57,50,0,29.25,36.79,0,22.48,16.67,25.89
30-34,0,26.83,23.26,0,27.27,33.33,0,0,0,0,30.56,25,0,50,0,0,34.77,37.67,0,36.36,22.78,32.53
35-39,0,31.43,28.79,0,18.18,20,0,50,0,0,23.08,23.53,0,60,0,0,40.86,45.27,0,44.2,40.86,39.63
40-44,50,29.31,19.61,0,44.44,50,0,0,50,0,24,39.13,0,42.86,50,50,48.13,45.81,0,60.71,35.53,44.42
45-49,0,36.73,33.96,0,75,66.67,0,100,33.33,0,30.77,25,0,55.56,100,0,52.11,56.45,0,52.43,41.86,49.75
50-54,0,42.86,32.26,0,0,100,0,50,100,0,39.13,45.45,0,50,100,0,61.76,68.39,0,66.02,66.27,61.49
55-59,0,35.29,34.62,0,100,50,0,0,0,0,40,36.36,0,33.33,0,0,64.82,70.51,0,61.05,62.64,61.87
60-64,0,53.33,41.38,0,33.33,100,0,0,0,0,50,42.86,0,100,75,0,70.83,66.07,0,67.37,65.88,65.07
65-OVER,0,44,55.56,0,0,50,0,0,100,0,66.67,28.57,0,50,100,0,64.32,71.94,0,69.77,62.64,65.85
TOTAL,25.0,29.25,24.92,0,27.87,46.0,0,46.15,44.44,0,26.34,24.87,0,47.54,46.43,33.33,47.89,53.62,0.0,49.08,40.86,44.7
