-,MALE,FEMALE,UNKNOWN
UNKNOWN,32.69,42.22,0.0
OTHER,10.0,37.5,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,22.22,29.58,0.0
ASIA-PI,20.0,0.0,0.0
WHITE,43.08,41.19,100.0
BLACK,13.18,33.03,0.0
