AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,100.0,14.17,0.00,0.00,0.00,46.36,18.18,31.93
25-29,100.0,20.18,20.00,0.00,50.00,42.11,20.59,32.30
30-34,100.0,27.50,0.00,100.0,100.0,52.05,17.39,41.96
35-39,0.00,36.78,0.00,0.00,0.00,60.56,28.57,52.22
40-44,100.0,38.20,50.00,0.00,0.00,64.40,29.17,54.07
45-49,0.00,40.38,33.33,0.00,0.00,73.42,47.06,62.33
50-54,0.00,66.67,0.00,0.00,0.00,66.93,50.00,65.87
55-59,100.0,51.56,0.00,0.00,0.00,66.53,41.18,60.61
60-64,0.00,60.58,0.00,0.00,0.00,67.51,40.00,63.97
65-OVER,66.67,53.57,25.00,0.00,100.0,68.52,51.43,65.02
TOTAL,77.78,41.12,16.00,100.0,27.27,62.81,32.37,54.73
