AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0,40.74,23.33,0,25,0,0,0,0,0,28.57,36.36,0,50,100,0,39.76,42.52,0,45.35,23.29,38.06
30-34,0,34.04,36.59,0,100,0,0,100,100,0,25,100,0,0,50,100,51.7,50,0,55.73,32.65,48.06
35-39,0,55.56,37.25,0,0,60,0,50,0,0,33.33,0,0,50,100,0,56.57,57.03,0,61.11,41.41,54.2
40-44,0,51.61,55.56,0,0,100,0,0,100,0,50,0,0,0,100,0,62.5,68,0,65.08,47.87,62.17
45-49,0,63.64,46.34,0,100,100,0,0,0,0,50,50,0,0,100,0,72.16,69.97,0,67.65,57.69,68.01
50-54,0,58.33,40.62,0,75,50,0,0,0,0,50,40,0,0,100,0,73.08,69.21,0,77.17,55.26,68.48
55-59,0,42.86,27.59,0,33.33,66.67,0,100,0,0,100,33.33,0,0,0,0,71.16,75.14,0,77.11,68.18,70.6
60-64,0,60,40.91,0,100,100,0,0,0,0,100,50,0,100,100,0,78.28,75,0,80.16,65.55,74.9
65-OVER,0,47.27,54.39,0,0,75,0,0,0,0,50,100,0,0,100,0,73.74,79.65,0,75.38,69.16,74.62
TOTAL,0.0,48.39,40.11,0,43.33,61.9,0,57.14,100.0,0,41.38,41.38,0,30.77,75.0,50.0,66.98,68.5,0,67.79,52.66,64.34
