,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,ANNA,0.0,48.57,0.0,0.0,0.0,66.67,50.0,62.18
1,ELMODEL,0.0,37.85,33.33,0.0,100.0,26.44,28.57,32.76
2,HOGGARDS MILL,0.0,43.86,0.0,0.0,20.0,59.86,46.15,50.15
3,MILFORD,14.29,63.04,0.0,0.0,0.0,73.38,50.0,67.3
4,NEWTON,50.0,51.38,22.22,0.0,75.0,64.07,26.92,56.74
5,TOTAL,22.22,48.0,20.0,0.0,50.0,59.38,33.33,53.0
