AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,44.74,28.7,22.67,25,43.84,34.77,0,33.33,22.03,40,44.67,33.2,25,42.11,35.74,53.85,43.55,39.87,54.55,46.32,33.21,39.71
30-34,56.52,36.86,29.71,14.29,50.07,40.2,0,36.17,38.18,33.33,47.86,37.72,0,45.86,37.76,50,51.27,48.41,18.18,54.47,41.15,47.68
35-39,63.33,45.35,34.79,50,58.28,47.73,100,54.39,35.42,0,51.99,45.15,33.33,47.91,46.56,50,58.03,54.38,57.89,62.26,51.18,54.95
40-44,46.67,48.02,40.02,100,59.32,52.34,0,48.21,34.04,33.33,56.96,52.04,0,62.15,54.81,25,64.25,59.97,28.57,67.31,57.03,60.7
45-49,50,50.67,39.68,100,66.3,61.43,0,56.36,44.44,75,59.97,54.39,66.67,56.89,61.27,53.85,68.69,65.82,42.86,71.44,62.51,65.33
50-54,53.33,49.52,42.1,100,65.37,62.68,0,60.98,54.29,50,60.97,53.73,50,57.58,59.76,58.33,71.4,70,66.67,73.29,65.20,68.21
55-59,66.67,46.24,43.21,100,64.97,70.93,0,57.69,60,33.33,61.85,58.01,0,57.19,54.73,93.33,73.14,72.34,40,74.63,67.76,70.24
60-64,53.85,45.93,46.38,100,68.27,67.04,0,46.43,50,0,61.28,59.91,50,56.26,57.02,33.33,75.46,75.67,75,73.76,70.16,72.6
65-OVER,35.29,46.48,45.2,50,66.2,68.78,0,73.91,52.63,50,54.21,55.95,30,52.01,57.17,63.16,74.73,78.86,54.55,72.84,71.21,73.67
TOTAL,51.52,43.03,36.49,54.17,58.03,53.46,100.0,50.7,41.21,41.67,53.74,47.19,37.5,53.23,52.09,56.93,66.63,65.45,48.91,65.1,55.55,62.0
