-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.53,31.58,0.0
OTHER,50.0,0.0,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,0.0,10.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,34.18,36.89,0.0
BLACK,16.57,33.33,0.0
