,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,LOUVALE,0.0,55.75,100.0,0.0,0.0,64.1,60.0,59.09
1,LUMPKIN,0.0,54.31,40.0,0.0,33.33,65.11,48.39,57.71
2,OMAHA,0.0,57.61,25.0,0.0,0.0,59.65,77.78,58.64
3,88888,0.0,300.0,0.0,0.0,0.0,inf,0.0,400.0
4,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TOTAL,0.0,54.8,40.0,0.0,28.57,63.94,56.36,58.01
