AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1042.0,0.0,39.0,71.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,6.0,2.0,0.0,414.0,397.0,0.0,51.0,43.0
30-34,1019.0,2.0,43.0,54.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,442.0,374.0,0.0,42.0,47.0
35-39,950.0,0.0,35.0,50.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,404.0,376.0,0.0,39.0,34.0
40-44,1118.0,0.0,35.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,514.0,438.0,0.0,37.0,37.0
45-49,1251.0,0.0,34.0,38.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,539.0,525.0,0.0,63.0,32.0
50-54,1259.0,0.0,38.0,40.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,529.0,524.0,0.0,47.0,71.0
55-59,1184.0,0.0,25.0,26.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,510.0,506.0,0.0,47.0,58.0
60-64,1025.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,449.0,403.0,0.0,47.0,50.0
65-OVER,2551.0,0.0,48.0,56.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,1138.0,1035.0,0.0,153.0,102.0
TOTAL,11399.0,2.0,329.0,411.0,0.0,30.0,17.0,0.0,1.0,6.0,0.0,26.0,21.0,0.0,26.0,11.0,2.0,4939.0,4578.0,0.0,526.0,474.0
