-,MALE,FEMALE,UNKNOWN
UNKNOWN,9.09,27.27,0.0
OTHER,0.0,50.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,60.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,44.02,40.95,0.0
BLACK,20.87,28.84,0.0
