PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BURNT HICKORY PARK,45.45,59.85,47.62,30.0,65.62,65.88,43.48,63.28
MOSES MIDDLE SCHOOL,37.04,67.54,45.96,50.0,52.11,60.63,44.57,59.39
WEST RIDGE CHURCH,48.19,59.76,45.91,30.77,48.43,57.97,41.57,56.34
WATSON GOVT COMPLEX,45.45,52.47,42.03,10.0,53.92,52.11,36.78,50.33
SARA RAGSDALE ELEM,28.57,52.24,37.14,33.33,37.84,55.83,41.0,53.74
PAULDING CO HIGH,40.91,58.63,41.49,37.5,40.68,54.86,38.26,53.48
HIRAM HIGH SCHOOL,34.83,59.74,42.82,35.29,47.68,51.38,40.34,52.6
TAYLOR FARM PARK,50.0,61.52,43.37,37.5,47.86,59.15,43.94,57.77
AUSTIN MIDDLE SCHOOL,54.05,57.69,44.79,63.64,49.37,59.33,39.43,56.83
NEBO ELEM SCHOOL,36.84,58.98,37.14,41.67,47.44,57.13,40.45,55.39
CARL SCOGGINS MIDDLE,44.44,58.59,34.52,66.67,60.53,59.9,43.57,58.28
88888,inf,33.33,0.0,0.0,0.0,8.96,200.0,14.47
99999,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0
TOTAL,43.03,58.88,42.85,37.98,49.19,57.51,41.04,55.75
