-,MALE,FEMALE,UNKNOWN
UNKNOWN,14.46,33.33,0.0
OTHER,42.86,46.67,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,15.79,36.84,0.0
ASIA-PI,16.67,11.11,100.0
WHITE,50.69,51.91,0.0
BLACK,20.57,37.73,100.0
