-,MALE,FEMALE,UNKNOWN
UNKNOWN,18.8,21.43,0.0
OTHER,37.5,33.33,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,15.38,14.29,0.0
ASIA-PI,20.0,14.29,0.0
WHITE,29.83,28.82,33.33
BLACK,15.79,19.3,0.0
