-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,55.0,43.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,16.0,9.0,0.0,4.0,4.0,0.0,132.0,91.0,0.0,314.0,157.0,838.0
30-34,0.0,60.0,38.0,0.0,15.0,9.0,0.0,2.0,1.0,0.0,30.0,14.0,1.0,6.0,2.0,0.0,197.0,150.0,0.0,369.0,176.0,1070.0
35-39,1.0,67.0,60.0,0.0,17.0,13.0,0.0,0.0,1.0,0.0,33.0,23.0,0.0,8.0,6.0,1.0,181.0,129.0,1.0,400.0,174.0,1115.0
40-44,0.0,63.0,35.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,35.0,16.0,0.0,9.0,9.0,1.0,189.0,171.0,0.0,382.0,194.0,1120.0
45-49,1.0,58.0,61.0,0.0,10.0,4.0,0.0,3.0,1.0,0.0,32.0,27.0,0.0,4.0,4.0,0.0,239.0,253.0,0.0,452.0,275.0,1424.0
50-54,0.0,51.0,47.0,0.0,8.0,7.0,0.0,1.0,1.0,0.0,28.0,23.0,0.0,9.0,9.0,0.0,295.0,256.0,0.0,577.0,348.0,1660.0
55-59,0.0,56.0,47.0,0.0,5.0,7.0,0.0,2.0,1.0,0.0,32.0,44.0,0.0,16.0,5.0,0.0,353.0,339.0,2.0,622.0,493.0,2024.0
60-64,0.0,48.0,36.0,0.0,8.0,7.0,0.0,2.0,1.0,0.0,37.0,26.0,0.0,13.0,5.0,0.0,348.0,336.0,1.0,493.0,462.0,1823.0
65-OVER,0.0,58.0,58.0,0.0,15.0,11.0,0.0,1.0,1.0,0.0,42.0,29.0,0.0,32.0,15.0,0.0,879.0,854.0,0.0,808.0,602.0,3405.0
TOTAL,2.0,516.0,425.0,0.0,94.0,69.0,0.0,12.0,8.0,0.0,285.0,211.0,1.0,101.0,59.0,2.0,2813.0,2579.0,4.0,4417.0,2881.0,14479.0
