PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
WEST,24.32,47.76,27.94,25.0,60.71,64.81,37.43,58.82
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,24.32,47.73,27.94,25.0,60.71,64.81,37.43,58.81
