,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,AXSON,0.0,42.86,34.62,0.0,66.67,66.5,10.26,61.26
1,WILLACOOCHEE,0.0,59.6,34.85,100.0,0.0,62.69,22.86,59.21
2,PEARSON CITY,0.0,49.16,34.07,100.0,28.57,47.13,29.79,45.79
3,88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TOTAL,0.0,53.48,34.43,75.0,36.36,60.77,21.49,55.29
