AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1940.0,0.0,83.0,77.0,0.0,12.0,11.0,0.0,3.0,2.0,0.0,42.0,36.0,0.0,6.0,1.0,2.0,763.0,680.0,0.0,130.0,92.0
30-34,1812.0,0.0,73.0,68.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,32.0,30.0,0.0,4.0,3.0,0.0,741.0,619.0,0.0,146.0,85.0
35-39,1688.0,1.0,60.0,53.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,3.0,2.0,0.0,692.0,614.0,0.0,124.0,83.0
40-44,1653.0,0.0,47.0,40.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,15.0,19.0,0.0,9.0,0.0,0.0,738.0,583.0,1.0,120.0,66.0
45-49,1926.0,0.0,53.0,51.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,5.0,1.0,2.0,823.0,745.0,0.0,122.0,94.0
50-54,1914.0,0.0,56.0,56.0,0.0,3.0,10.0,0.0,1.0,1.0,0.0,11.0,15.0,0.0,2.0,4.0,1.0,819.0,730.0,1.0,118.0,86.0
55-59,2122.0,1.0,40.0,44.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,4.0,5.0,0.0,904.0,851.0,1.0,144.0,89.0
60-64,1916.0,1.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0,3.0,0.0,1.0,844.0,760.0,0.0,120.0,86.0
65-OVER,5262.0,0.0,93.0,75.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,9.0,12.0,0.0,3.0,2.0,2.0,2421.0,2132.0,0.0,311.0,190.0
TOTAL,20233.0,3.0,549.0,503.0,1.0,48.0,48.0,0.0,7.0,5.0,0.0,159.0,177.0,0.0,39.0,18.0,8.0,8745.0,7714.0,3.0,1335.0,871.0
