-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,97.0,85.0,1.0,14.0,9.0,0.0,3.0,0.0,0.0,77.0,52.0,0.0,15.0,13.0,3.0,730.0,536.0,0.0,125.0,71.0,1832.0
30-34,0.0,79.0,78.0,0.0,8.0,8.0,0.0,2.0,0.0,1.0,46.0,25.0,0.0,18.0,9.0,4.0,840.0,757.0,0.0,163.0,69.0,2107.0
35-39,0.0,81.0,104.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,60.0,31.0,0.0,16.0,15.0,3.0,997.0,883.0,1.0,202.0,105.0,2522.0
40-44,0.0,60.0,68.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,45.0,31.0,0.0,14.0,9.0,2.0,982.0,905.0,0.0,212.0,113.0,2455.0
45-49,1.0,86.0,75.0,0.0,16.0,10.0,0.0,0.0,2.0,0.0,38.0,31.0,0.0,10.0,6.0,0.0,1078.0,1018.0,0.0,251.0,135.0,2757.0
50-54,3.0,82.0,79.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,39.0,38.0,0.0,5.0,5.0,1.0,1045.0,957.0,1.0,192.0,150.0,2606.0
55-59,1.0,76.0,65.0,0.0,5.0,11.0,0.0,0.0,3.0,0.0,32.0,26.0,1.0,11.0,5.0,0.0,1101.0,1000.0,1.0,190.0,116.0,2644.0
60-64,2.0,55.0,70.0,0.0,8.0,6.0,0.0,0.0,2.0,0.0,25.0,25.0,0.0,12.0,15.0,1.0,1086.0,934.0,1.0,152.0,106.0,2500.0
65-OVER,1.0,153.0,151.0,0.0,12.0,12.0,0.0,2.0,2.0,0.0,38.0,35.0,0.0,18.0,21.0,5.0,2777.0,2399.0,0.0,288.0,184.0,6098.0
TOTAL,9.0,769.0,775.0,1.0,84.0,79.0,0.0,8.0,10.0,2.0,400.0,294.0,1.0,119.0,98.0,19.0,10636.0,9389.0,4.0,1775.0,1049.0,25521.0
