PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
11062,68.75,69.65,0.00,69.13
1144,50.52,48.89,50.00,49.67
1157,55.33,56.36,100.0,55.90
1642,55.90,55.96,50.00,55.92
518,61.91,66.55,100.0,64.38
88888,0.00,0.00,0.00,0.00
TOTAL,56.33,57.09,63.64,56.73
