RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,9.97,8.65,0.00,9.31
OTHER,6.25,5.00,0.00,5.56
NATIVE-AM,0.00,25.00,0.00,25.00
HISP-LT,0.00,6.25,0.00,3.57
ASIA-PI,7.69,7.69,0.00,7.69
WHITE,19.41,15.89,0.00,17.47
BLACK,5.80,6.74,0.00,6.33
TOTAL,17.53,14.63,0.00,15.95
