RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,10.51,11.59,0.00,11.02
OTHER,14.29,0.00,0.00,4.350
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,8.930,6.980,0.00,8.080
ASIA-PI,0.00,13.04,0.00,8.330
WHITE,21.23,20.88,50.00,21.06
BLACK,5.000,9.090,0.00,7.140
TOTAL,18.89,19.07,50.00,19.00
