RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.75,7.39,0.00,7.05
OTHER,6.75,5.71,0.00,6.18
NATIVE-AM,7.69,0.00,0.00,4.55
HISP-LT,1.88,1.59,0.00,1.71
ASIA-PI,1.66,3.44,0.00,2.71
WHITE,15.51,14.62,6.98,15.04
BLACK,6.76,9.99,15.38,8.66
TOTAL,13.07,12.80,5.38,12.91
