RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.270,6.900,0.00,4.830
OTHER,15.00,4.550,0.00,9.520
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,11.76,0.00,4.440
WHITE,6.060,5.630,0.00,5.910
BLACK,3.210,8.810,0.00,5.670
TOTAL,3.910,7.910,0.00,5.570
