RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.68,13.04,0.00,13.79
OTHER,8.70,0.00,0.00,4.88
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,16.67,8.33,0.00,11.11
ASIA-PI,13.92,10.23,0.00,11.98
WHITE,34.49,32.39,50.00,33.43
BLACK,21.88,19.23,0.00,20.42
TOTAL,30.45,28.32,25.00,29.35
