RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.52,5.31,0.00,4.30
OTHER,5.88,4.76,0.00,5.26
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,8.33,8.33,0.00,8.33
ASIA-PI,0.00,3.23,0.00,1.89
WHITE,11.74,12.59,0.00,12.17
BLACK,8.47,15.94,0.00,12.40
TOTAL,10.07,11.53,0.00,10.80
