RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.14,6.98,0.00,5.56
OTHER,6.82,6.58,0.00,6.67
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,4.30,2.30,0.00,3.33
ASIA-PI,9.09,10.64,0.00,10.14
WHITE,11.58,11.02,0.00,11.27
BLACK,13.28,17.10,0.00,15.51
TOTAL,12.08,15.16,0.00,13.84
