RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.25,9.68,0.00,7.81
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,14.29,0.00,0.00,9.09
WHITE,22.98,21.38,0.00,22.08
BLACK,5.31,7.62,0.00,6.85
TOTAL,18.72,17.22,0.00,17.84
