RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.56,4.92,0.00,3.17
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,9.09,2.70,0.00,4.17
BLACK,10.59,10.59,0.00,10.59
TOTAL,9.03,9.26,0.00,9.15
