RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,9.520,3.920,0.00,5.560
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,3.450,4.860,0.00,4.320
BLACK,0.00,6.250,0.00,4.170
TOTAL,4.000,4.580,0.00,4.370
