RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.25,16.13,100.0,12.50
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,15.50,12.12,0.00,13.70
BLACK,7.69,6.25,0.00,6.90
TOTAL,14.72,12.01,50.00,13.33
