RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,16.05,8.20,0.00,12.59
OTHER,0.00,25.00,0.00,11.11
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,27.38,26.43,0.00,26.88
BLACK,9.68,8.86,0.00,9.22
TOTAL,24.86,23.79,0.00,24.28
