RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.63,5.13,100.0,5.13
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,20.00,0.00,16.67
ASIA-PI,0.00,33.33,0.00,33.33
WHITE,20.99,17.03,0.00,18.93
BLACK,0.00,0.00,0.00,0.00
TOTAL,18.82,15.76,100.0,17.30
