RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,16.28,12.75,0.00,14.36
OTHER,7.140,0.00,0.00,3.330
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,5.260,0.00,3.120
ASIA-PI,50.00,0.00,0.00,9.090
WHITE,17.95,11.76,0.00,14.02
BLACK,26.92,26.03,0.00,26.38
TOTAL,24.70,23.19,0.00,23.80
