RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.850,3.390,0.00,3.630
OTHER,8.570,5.410,0.00,6.940
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,1.370,4.820,0.00,3.180
ASIA-PI,2.990,4.480,0.00,3.730
WHITE,12.36,9.220,0.00,10.72
BLACK,6.250,7.280,0.00,6.830
TOTAL,9.770,8.030,0.00,8.850
