RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.500,2.920,0.00,3.180
OTHER,0.00,2.440,0.00,1.470
NATIVE-AM,100.0,0.00,0.00,100.0
HISP-LT,0.00,2.270,0.00,1.250
ASIA-PI,0.00,1.890,0.00,1.160
WHITE,8.150,6.320,0.00,7.120
BLACK,5.110,9.260,0.00,7.400
TOTAL,6.710,5.830,0.00,6.210
