RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.88,8.82,0.00,7.35
OTHER,0.00,16.67,0.00,12.50
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,20.00,0.00,11.11
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,20.92,18.61,0.00,19.70
BLACK,8.16,2.17,0.00,5.26
TOTAL,18.76,17.00,0.00,17.83
