ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.49,37.79,0.00,39.10
2016 Primary,61.78,63.31,0.00,62.55
2016 Primary Runoff,31.12,35.10,0.00,33.14
2016 General,69.81,73.50,0.00,71.66
2018 Primary,26.47,27.45,0.00,26.98
2018 Primary Runoff,17.46,15.03,0.00,16.19
2018 General,67.73,67.12,0.00,67.41
