ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,12.00,0.00,0.00,0.00,40.65,30.43,39.10
2016 Primary,0.00,42.31,0.00,0.00,0.00,63.91,50.00,62.55
2016 Primary Runoff,0.00,8.00,0.00,0.00,0.00,34.91,12.50,33.14
2016 General,0.00,59.26,100.0,0.00,0.00,72.36,68.00,71.66
2018 Primary,0.00,7.41,0.00,0.00,0.00,28.97,3.45,26.98
2018 Primary Runoff,0.00,0.00,0.00,0.00,0.00,17.65,0.00,16.19
2018 General,0.00,57.14,100.0,0.00,0.00,69.48,35.48,67.41
