ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,22.93,26.10,0.00,24.81
2016 Primary,33.46,35.24,0.00,34.51
2016 Primary Runoff,18.85,20.56,0.00,19.86
2016 General,55.54,64.44,0.00,60.79
2018 Primary,20.34,20.88,0.00,20.64
2018 Primary Runoff,6.07,7.47,0.00,6.89
2018 General,58.39,63.59,0.00,61.31
