ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,100.0,24.94,66.67,0.00,33.33,45.79,43.64,38.95
2016 Primary,0.00,30.99,0.00,0.00,57.14,32.92,29.09,32.13
2016 Primary Runoff,0.00,26.29,25.00,0.00,28.57,28.66,16.36,27.34
2016 General,100.0,54.92,83.33,0.00,85.71,76.90,63.79,69.16
2018 Primary,0.00,19.95,0.00,0.00,14.29,21.24,9.78,19.83
2018 Primary Runoff,100.0,3.57,0.00,0.00,0.00,19.31,6.38,13.16
2018 General,100.0,54.16,42.86,0.00,70.00,72.20,38.30,63.88
