ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,100.0,32.97,11.11,0.00,0.00,36.43,25.00,35.93
2016 Primary,100.0,24.21,11.11,0.00,0.00,52.10,33.33,49.07
2016 Primary Runoff,0.00,8.51,11.11,0.00,0.00,45.87,22.22,41.82
2016 General,100.0,57.89,33.33,0.00,0.00,69.19,40.00,67.61
2018 Primary,0.00,12.37,0.00,0.00,0.00,20.57,5.56,19.28
2018 Primary Runoff,0.00,4.17,0.00,0.00,0.00,18.74,5.56,16.87
2018 General,66.67,51.00,16.67,0.00,0.00,70.68,34.78,67.51
